Scenario,Region,Variable,Year,Electricity generation,Electricity capacity
Current Measures,Saskatchewan,Biomass / Geothermal,2045,214.63,36
Global Net-zero,Saskatchewan,Biomass / Geothermal,2045,15022.17,1924.89
Canada Net-zero,Saskatchewan,Coal & Coke,2045,0,0
Current Measures,Saskatchewan,Coal & Coke,2045,654.81,115
Global Net-zero,Saskatchewan,Coal & Coke,2045,0,0
Canada Net-zero,Saskatchewan,Hydro / Wave / Tidal,2045,4122.61,989.06
Current Measures,Saskatchewan,Hydro / Wave / Tidal,2045,3849.97,989.06
Global Net-zero,Saskatchewan,Hydro / Wave / Tidal,2045,4088.2,939.06
Canada Net-zero,Saskatchewan,Natural Gas,2045,1347.53,2821.68
Current Measures,Saskatchewan,Natural Gas,2045,8126.42,4581.62
Global Net-zero,Saskatchewan,Natural Gas,2045,2436.56,2864.38
Canada Net-zero,Saskatchewan,Oil,2045,0,16.96
Current Measures,Saskatchewan,Oil,2045,0,16.96
Global Net-zero,Saskatchewan,Oil,2045,0,16.96
Canada Net-zero,Saskatchewan,Solar,2045,3321.11,1466.82
Current Measures,Saskatchewan,Solar,2045,6063.79,2849.58
Global Net-zero,Saskatchewan,Solar,2045,2153.93,853.3
Canada Net-zero,Saskatchewan,Uranium,2045,6470.42,1070
Global Net-zero,Saskatchewan,Uranium,2045,6575.97,1030.93
Canada Net-zero,Saskatchewan,Wind,2045,20750.59,5506.83
Current Measures,Saskatchewan,Wind,2045,16379.57,4402.3
Global Net-zero,Saskatchewan,Wind,2045,15846.39,4237.46
Canada Net-zero,Yukon,Biomass / Geothermal,2045,19.25,43.93
Current Measures,Yukon,Biomass / Geothermal,2045,5.46,36.73
Global Net-zero,Yukon,Biomass / Geothermal,2045,9.49,40.56
Canada Net-zero,Yukon,Hydro / Wave / Tidal,2045,462.24,104.5
Current Measures,Yukon,Hydro / Wave / Tidal,2045,453.32,104.5
Global Net-zero,Yukon,Hydro / Wave / Tidal,2045,460.06,104.5
Canada Net-zero,Yukon,Natural Gas,2045,143.78,19.8
Current Measures,Yukon,Natural Gas,2045,66.99,19.8
Global Net-zero,Yukon,Natural Gas,2045,132.68,19.8
Canada Net-zero,Yukon,Oil,2045,95.36,23.57
Current Measures,Yukon,Oil,2045,22.33,23.57
Global Net-zero,Yukon,Oil,2045,80.79,23.57
Canada Net-zero,Yukon,Solar,2045,61.46,40.04
Current Measures,Yukon,Solar,2045,47.48,30.18
Global Net-zero,Yukon,Solar,2045,61.46,40.04
Canada Net-zero,Yukon,Wind,2045,51.14,37.77
Current Measures,Yukon,Wind,2045,14.57,10.97
Global Net-zero,Yukon,Wind,2045,52.3,37.13
Canada Net-zero,Alberta,Biomass / Geothermal,2046,20400.41,2757.87
Current Measures,Alberta,Biomass / Geothermal,2046,225.05,285.65
Global Net-zero,Alberta,Biomass / Geothermal,2046,20391.59,2757.87
Canada Net-zero,Alberta,Coal & Coke,2046,0,0
Current Measures,Alberta,Coal & Coke,2046,0,0
Global Net-zero,Alberta,Coal & Coke,2046,0,0
Canada Net-zero,Alberta,Hydro / Wave / Tidal,2046,1310.5,894.35
Current Measures,Alberta,Hydro / Wave / Tidal,2046,1649.95,894.35
Global Net-zero,Alberta,Hydro / Wave / Tidal,2046,1298.79,894.35
Canada Net-zero,Alberta,Natural Gas,2046,23866.96,10438.08
Current Measures,Alberta,Natural Gas,2046,69740.76,14366.3
Global Net-zero,Alberta,Natural Gas,2046,20474.5,8738.46
Canada Net-zero,Alberta,Oil,2046,0,7.15
Current Measures,Alberta,Oil,2046,0,7.15
Global Net-zero,Alberta,Oil,2046,0,7.15
Canada Net-zero,Alberta,Solar,2046,27839.33,13549.88
Current Measures,Alberta,Solar,2046,10501.75,4632.36
Global Net-zero,Alberta,Solar,2046,24912.44,12249.16
Canada Net-zero,Alberta,Uranium,2046,14457.73,2140
Global Net-zero,Alberta,Uranium,2046,7229.5,1260.69
Canada Net-zero,Alberta,Wind,2046,68844.5,18303.97
Current Measures,Alberta,Wind,2046,38504.66,9387.08
Global Net-zero,Alberta,Wind,2046,50169.06,13809.62
Canada Net-zero,British Columbia,Biomass / Geothermal,2046,4684.66,1345.72
Current Measures,British Columbia,Biomass / Geothermal,2046,2492.25,1079.05
Global Net-zero,British Columbia,Biomass / Geothermal,2046,4202.88,1245.72
Canada Net-zero,British Columbia,Hydro / Wave / Tidal,2046,60807.74,17803.47
Current Measures,British Columbia,Hydro / Wave / Tidal,2046,63002.31,17303.47
Global Net-zero,British Columbia,Hydro / Wave / Tidal,2046,61250.39,17203.47
Canada Net-zero,British Columbia,Natural Gas,2046,1722.11,4081.73
Current Measures,British Columbia,Natural Gas,2046,7895.5,5987.55
Global Net-zero,British Columbia,Natural Gas,2046,2811.03,5123.83
Canada Net-zero,British Columbia,Oil,2046,0,36.46
Current Measures,British Columbia,Oil,2046,0,36.46
Global Net-zero,British Columbia,Oil,2046,0,36.46
Canada Net-zero,British Columbia,Solar,2046,14826.68,8525.88
Current Measures,British Columbia,Solar,2046,11735.67,6963.2
Global Net-zero,British Columbia,Solar,2046,11957.07,6701.21
Canada Net-zero,British Columbia,Uranium,2046,13599.97,2140
Global Net-zero,British Columbia,Uranium,2046,13636.76,2061.86
Canada Net-zero,British Columbia,Wind,2046,32660.96,9752.5
Current Measures,British Columbia,Wind,2046,25297.84,7614.51
Global Net-zero,British Columbia,Wind,2046,23218.83,7114.01
Canada Net-zero,Manitoba,Biomass / Geothermal,2046,60.17,29.06
Current Measures,Manitoba,Biomass / Geothermal,2046,1456.2,1204.54
Global Net-zero,Manitoba,Biomass / Geothermal,2046,61.69,22
Canada Net-zero,Manitoba,Hydro / Wave / Tidal,2046,49929.46,7672.69
Current Measures,Manitoba,Hydro / Wave / Tidal,2046,36717.03,6572.69
Global Net-zero,Manitoba,Hydro / Wave / Tidal,2046,49837.58,7672.69
Canada Net-zero,Manitoba,Natural Gas,2046,0,0
Current Measures,Manitoba,Natural Gas,2046,0,0
Global Net-zero,Manitoba,Natural Gas,2046,0,0
Canada Net-zero,Manitoba,Oil,2046,0,37.31
Current Measures,Manitoba,Oil,2046,0.4,37.31
Global Net-zero,Manitoba,Oil,2046,0,37.31
Canada Net-zero,Manitoba,Solar,2046,108.33,6
Current Measures,Manitoba,Solar,2046,749.09,350.19
Global Net-zero,Manitoba,Solar,2046,335.86,126
Canada Net-zero,Manitoba,Uranium,2046,13890.96,2477.6
Global Net-zero,Manitoba,Uranium,2046,10670.04,1794.3
Canada Net-zero,Manitoba,Wind,2046,1392.51,419.93
Current Measures,Manitoba,Wind,2046,5346.07,1556.36
Global Net-zero,Manitoba,Wind,2046,1407.63,417.55
Canada Net-zero,New Brunswick,Biomass / Geothermal,2046,137.52,79.2
Current Measures,New Brunswick,Biomass / Geothermal,2046,84.21,79.2
Global Net-zero,New Brunswick,Biomass / Geothermal,2046,177.56,79.2
Canada Net-zero,New Brunswick,Coal & Coke,2046,0,0
Current Measures,New Brunswick,Coal & Coke,2046,0,0
Global Net-zero,New Brunswick,Coal & Coke,2046,0,0
Canada Net-zero,New Brunswick,Hydro / Wave / Tidal,2046,2836.2,960.98
Current Measures,New Brunswick,Hydro / Wave / Tidal,2046,2304.75,960.98
Global Net-zero,New Brunswick,Hydro / Wave / Tidal,2046,2819.1,960.98
Canada Net-zero,New Brunswick,Natural Gas,2046,0,0
Current Measures,New Brunswick,Natural Gas,2046,0,0
Global Net-zero,New Brunswick,Natural Gas,2046,0,0
Canada Net-zero,New Brunswick,Oil,2046,10.55,514.34
Current Measures,New Brunswick,Oil,2046,0.04,514.34
Global Net-zero,New Brunswick,Oil,2046,14.66,514.34
Canada Net-zero,New Brunswick,Solar,2046,86.91,30.16
Current Measures,New Brunswick,Solar,2046,73.25,30.16
Global Net-zero,New Brunswick,Solar,2046,319.22,163.82
Canada Net-zero,New Brunswick,Uranium,2046,9691.95,1573.87
Current Measures,New Brunswick,Uranium,2046,4949.69,679
Global Net-zero,New Brunswick,Uranium,2046,8732.33,1421.92
Canada Net-zero,New Brunswick,Wind,2046,7736.63,2289.71
Current Measures,New Brunswick,Wind,2046,10541.29,3404.64
Global Net-zero,New Brunswick,Wind,2046,8428.04,2444.78
Canada Net-zero,Newfoundland and Labrador,Hydro / Wave / Tidal,2046,46457.51,7607.06
Current Measures,Newfoundland and Labrador,Hydro / Wave / Tidal,2046,45389.91,7607.06
Global Net-zero,Newfoundland and Labrador,Hydro / Wave / Tidal,2046,46479.38,7607.06
Canada Net-zero,Newfoundland and Labrador,Natural Gas,2046,26.94,120
Current Measures,Newfoundland and Labrador,Natural Gas,2046,0,120
Global Net-zero,Newfoundland and Labrador,Natural Gas,2046,15.23,120
Canada Net-zero,Newfoundland and Labrador,Oil,2046,3.9,279.55
Current Measures,Newfoundland and Labrador,Oil,2046,0,279.55
Global Net-zero,Newfoundland and Labrador,Oil,2046,1.57,279.55
Canada Net-zero,Newfoundland and Labrador,Solar,2046,21.34,0.02
Current Measures,Newfoundland and Labrador,Solar,2046,14.96,0.02
Global Net-zero,Newfoundland and Labrador,Solar,2046,21.34,0.02
Canada Net-zero,Newfoundland and Labrador,Wind,2046,194.5,54.3
Current Measures,Newfoundland and Labrador,Wind,2046,194.5,54.3
Global Net-zero,Newfoundland and Labrador,Wind,2046,194.5,54.3
Canada Net-zero,Nova Scotia,Biomass / Geothermal,2046,192.08,112.56
Current Measures,Nova Scotia,Biomass / Geothermal,2046,496.59,112.56
Global Net-zero,Nova Scotia,Biomass / Geothermal,2046,201.26,112.56
Canada Net-zero,Nova Scotia,Coal & Coke,2046,0,0
Current Measures,Nova Scotia,Coal & Coke,2046,0,0
Global Net-zero,Nova Scotia,Coal & Coke,2046,0,0
Canada Net-zero,Nova Scotia,Hydro / Wave / Tidal,2046,494.19,389.35
Current Measures,Nova Scotia,Hydro / Wave / Tidal,2046,982.77,389.35
Global Net-zero,Nova Scotia,Hydro / Wave / Tidal,2046,488.7,389.35
Canada Net-zero,Nova Scotia,Natural Gas,2046,121.19,1375.1
Current Measures,Nova Scotia,Natural Gas,2046,4218.23,1724.07
Global Net-zero,Nova Scotia,Natural Gas,2046,60.47,1000
Canada Net-zero,Nova Scotia,Oil,2046,0,222.3
Current Measures,Nova Scotia,Oil,2046,0,222.3
Global Net-zero,Nova Scotia,Oil,2046,0,222.3
Canada Net-zero,Nova Scotia,Solar,2046,33.47,0.37
Current Measures,Nova Scotia,Solar,2046,285.67,144.86
Global Net-zero,Nova Scotia,Solar,2046,166.98,120.37
Canada Net-zero,Nova Scotia,Wind,2046,24745.62,5666.68
Current Measures,Nova Scotia,Wind,2046,7607.48,1984.4
Global Net-zero,Nova Scotia,Wind,2046,24486.47,5619.76
Canada Net-zero,Northwest Territories,Hydro / Wave / Tidal,2046,609.37,135.48
Current Measures,Northwest Territories,Hydro / Wave / Tidal,2046,344.31,115.48
Global Net-zero,Northwest Territories,Hydro / Wave / Tidal,2046,515.6,115.48
Canada Net-zero,Northwest Territories,Natural Gas,2046,37.55,10
Current Measures,Northwest Territories,Natural Gas,2046,0,10
Global Net-zero,Northwest Territories,Natural Gas,2046,29.37,10
Canada Net-zero,Northwest Territories,Oil,2046,17.99,89.2
Current Measures,Northwest Territories,Oil,2046,10.98,120
Global Net-zero,Northwest Territories,Oil,2046,11.18,89.2
Canada Net-zero,Northwest Territories,Solar,2046,61.69,42.02
Current Measures,Northwest Territories,Solar,2046,3.23,2.02
Global Net-zero,Northwest Territories,Solar,2046,64.12,40.86
Canada Net-zero,Northwest Territories,Wind,2046,78.91,41.74
Current Measures,Northwest Territories,Wind,2046,20.03,13.2
Global Net-zero,Northwest Territories,Wind,2046,37.86,19.84
Current Measures,Nunavut,Biomass / Geothermal,2046,171.01,29.08
Canada Net-zero,Nunavut,Oil,2046,342.33,70.28
Current Measures,Nunavut,Oil,2046,85.98,70.28
Global Net-zero,Nunavut,Oil,2046,327.46,70.28
Canada Net-zero,Nunavut,Solar,2046,45.33,40.03
Current Measures,Nunavut,Solar,2046,43.85,40.03
Global Net-zero,Nunavut,Solar,2046,45.32,40.03
Canada Net-zero,Nunavut,Wind,2046,92.32,32.07
Current Measures,Nunavut,Wind,2046,90.69,31.55
Global Net-zero,Nunavut,Wind,2046,92.23,31.39
Canada Net-zero,Ontario,Biomass / Geothermal,2046,10973.57,3366.95
Current Measures,Ontario,Biomass / Geothermal,2046,1908.24,698.62
Global Net-zero,Ontario,Biomass / Geothermal,2046,4325.44,965.29
Canada Net-zero,Ontario,Hydro / Wave / Tidal,2046,40616.98,10263.68
Current Measures,Ontario,Hydro / Wave / Tidal,2046,37216.61,9263.68
Global Net-zero,Ontario,Hydro / Wave / Tidal,2046,41184.5,10263.68
Canada Net-zero,Ontario,Natural Gas,2046,22965.46,27567.53
Current Measures,Ontario,Natural Gas,2046,10751.63,16878.13
Global Net-zero,Ontario,Natural Gas,2046,33859.18,30965.15
Canada Net-zero,Ontario,Oil,2046,0,228.45
Current Measures,Ontario,Oil,2046,0,228.45
Global Net-zero,Ontario,Oil,2046,0,228.45
Canada Net-zero,Ontario,Solar,2046,17897.87,6792.84
Current Measures,Ontario,Solar,2046,15773.48,5955.25
Global Net-zero,Ontario,Solar,2046,17198.67,6472.7
Canada Net-zero,Ontario,Uranium,2046,162826.09,23719
Current Measures,Ontario,Uranium,2046,82976.19,11200
Global Net-zero,Ontario,Uranium,2046,165029.9,23261.86
Canada Net-zero,Ontario,Wind,2046,200132.52,50910.35
Current Measures,Ontario,Wind,2046,83097.21,24606.55
Global Net-zero,Ontario,Wind,2046,176727.92,43959.92
Canada Net-zero,Prince Edward Island,Biomass / Geothermal,2046,3.2,2.1
Current Measures,Prince Edward Island,Biomass / Geothermal,2046,90.63,32.71
Global Net-zero,Prince Edward Island,Biomass / Geothermal,2046,3.76,2.1
Canada Net-zero,Prince Edward Island,Oil,2046,0,40.45
Current Measures,Prince Edward Island,Oil,2046,2.26,40.45
Global Net-zero,Prince Edward Island,Oil,2046,0,40.45
Canada Net-zero,Prince Edward Island,Solar,2046,101.4,61.97
Current Measures,Prince Edward Island,Solar,2046,109.04,65.67
Global Net-zero,Prince Edward Island,Solar,2046,133.82,78.74
Canada Net-zero,Prince Edward Island,Uranium,2046,2809.09,420.81
Global Net-zero,Prince Edward Island,Uranium,2046,2610.5,388.31
Canada Net-zero,Prince Edward Island,Wind,2046,1559.37,419.34
Current Measures,Prince Edward Island,Wind,2046,2801.91,813.37
Global Net-zero,Prince Edward Island,Wind,2046,1442.28,383.8
Canada Net-zero,Quebec,Biomass / Geothermal,2046,1674.01,326.39
Current Measures,Quebec,Biomass / Geothermal,2046,21586.51,11689.11
Global Net-zero,Quebec,Biomass / Geothermal,2046,1702.49,326.39
Canada Net-zero,Quebec,Hydro / Wave / Tidal,2046,266362.54,45986.87
Current Measures,Quebec,Hydro / Wave / Tidal,2046,248567.33,43486.87
Global Net-zero,Quebec,Hydro / Wave / Tidal,2046,263516,45986.87
Canada Net-zero,Quebec,Natural Gas,2046,0,0
Current Measures,Quebec,Natural Gas,2046,0,0
Global Net-zero,Quebec,Natural Gas,2046,0,0
Canada Net-zero,Quebec,Oil,2046,324.06,244
Current Measures,Quebec,Oil,2046,320.62,244
Global Net-zero,Quebec,Oil,2046,321.23,244
Canada Net-zero,Quebec,Solar,2046,757.96,0.3
Current Measures,Quebec,Solar,2046,1592.5,725.58
Global Net-zero,Quebec,Solar,2046,1499.92,480.3
Canada Net-zero,Quebec,Uranium,2046,19750.95,3000
Global Net-zero,Quebec,Uranium,2046,18113.79,3000
Canada Net-zero,Quebec,Wind,2046,22979.86,6303.78
Current Measures,Quebec,Wind,2046,35001.51,10383.14
Global Net-zero,Quebec,Wind,2046,18399.59,5519
Canada Net-zero,Saskatchewan,Biomass / Geothermal,2046,16147.85,2069.33
Current Measures,Saskatchewan,Biomass / Geothermal,2046,213.57,36
Global Net-zero,Saskatchewan,Biomass / Geothermal,2046,16164.06,2069.33
Canada Net-zero,Saskatchewan,Coal & Coke,2046,0,0
Current Measures,Saskatchewan,Coal & Coke,2046,654.81,115
Global Net-zero,Saskatchewan,Coal & Coke,2046,0,0
Canada Net-zero,Saskatchewan,Hydro / Wave / Tidal,2046,4160.54,989.06
Current Measures,Saskatchewan,Hydro / Wave / Tidal,2046,3818.51,989.06
Global Net-zero,Saskatchewan,Hydro / Wave / Tidal,2046,4092.27,939.06
Canada Net-zero,Saskatchewan,Natural Gas,2046,1443.89,2593.07
Current Measures,Saskatchewan,Natural Gas,2046,8282.19,4601.49
Global Net-zero,Saskatchewan,Natural Gas,2046,2469.21,2616.88
Canada Net-zero,Saskatchewan,Oil,2046,0,16.96
Current Measures,Saskatchewan,Oil,2046,0,16.96
Global Net-zero,Saskatchewan,Oil,2046,0,16.96
Canada Net-zero,Saskatchewan,Solar,2046,3344.41,1466.82
Current Measures,Saskatchewan,Solar,2046,6165.57,2890.93
Global Net-zero,Saskatchewan,Solar,2046,2182.38,853.3
Canada Net-zero,Saskatchewan,Uranium,2046,6526.64,1070
Global Net-zero,Saskatchewan,Uranium,2046,6621.96,1030.93
Canada Net-zero,Saskatchewan,Wind,2046,20873.27,5518.91
Current Measures,Saskatchewan,Wind,2046,16721.32,4485.74
Global Net-zero,Saskatchewan,Wind,2046,15858.38,4237.46
Canada Net-zero,Yukon,Biomass / Geothermal,2046,21.76,43.93
Current Measures,Yukon,Biomass / Geothermal,2046,5.76,36.73
Global Net-zero,Yukon,Biomass / Geothermal,2046,11.13,40.56
Canada Net-zero,Yukon,Hydro / Wave / Tidal,2046,462.44,104.5
Current Measures,Yukon,Hydro / Wave / Tidal,2046,453.63,104.5
Global Net-zero,Yukon,Hydro / Wave / Tidal,2046,460.31,104.5
Canada Net-zero,Yukon,Natural Gas,2046,145.69,19.8
Current Measures,Yukon,Natural Gas,2046,68.92,19.8
Global Net-zero,Yukon,Natural Gas,2046,135.37,19.8
Canada Net-zero,Yukon,Oil,2046,99.65,23.57
Current Measures,Yukon,Oil,2046,22.33,23.57
Global Net-zero,Yukon,Oil,2046,84.62,23.57
Canada Net-zero,Yukon,Solar,2046,61.45,40.04
Current Measures,Yukon,Solar,2046,47.48,30.18
Global Net-zero,Yukon,Solar,2046,61.45,40.04
Canada Net-zero,Yukon,Wind,2046,51.14,37.77
Current Measures,Yukon,Wind,2046,14.57,10.97
Global Net-zero,Yukon,Wind,2046,52.3,37.13
Canada Net-zero,Alberta,Biomass / Geothermal,2047,21928.98,2946.76
Current Measures,Alberta,Biomass / Geothermal,2047,202.83,285.65
Global Net-zero,Alberta,Biomass / Geothermal,2047,21907.49,2946.76
Canada Net-zero,Alberta,Coal & Coke,2047,0,0
Current Measures,Alberta,Coal & Coke,2047,0,0
Global Net-zero,Alberta,Coal & Coke,2047,0,0
Canada Net-zero,Alberta,Hydro / Wave / Tidal,2047,1323.82,894.35
Current Measures,Alberta,Hydro / Wave / Tidal,2047,1647.26,894.35
Global Net-zero,Alberta,Hydro / Wave / Tidal,2047,1312.82,894.35
Canada Net-zero,Alberta,Natural Gas,2047,24344.3,10747.49
Current Measures,Alberta,Natural Gas,2047,69410.05,14753.1
Global Net-zero,Alberta,Natural Gas,2047,20990.83,8923.84
Canada Net-zero,Alberta,Oil,2047,0,7.15
Current Measures,Alberta,Oil,2047,0,7.15
Global Net-zero,Alberta,Oil,2047,0,7.15
Canada Net-zero,Alberta,Solar,2047,28084.16,13619.54
Current Measures,Alberta,Solar,2047,11771.97,5179.24
Global Net-zero,Alberta,Solar,2047,25087.37,12249.16
Canada Net-zero,Alberta,Uranium,2047,14559.4,2140
Global Net-zero,Alberta,Uranium,2047,8543.51,1460.98
Canada Net-zero,Alberta,Wind,2047,69029.79,18320.95
Current Measures,Alberta,Wind,2047,39213.73,9547.17
Global Net-zero,Alberta,Wind,2047,50240.56,13809.62
Canada Net-zero,British Columbia,Biomass / Geothermal,2047,4917.25,1362.38
Current Measures,British Columbia,Biomass / Geothermal,2047,2623.09,1079.05
Global Net-zero,British Columbia,Biomass / Geothermal,2047,4502.75,1262.38
Canada Net-zero,British Columbia,Hydro / Wave / Tidal,2047,60752.93,17803.47
Current Measures,British Columbia,Hydro / Wave / Tidal,2047,62849.73,17303.47
Global Net-zero,British Columbia,Hydro / Wave / Tidal,2047,61950.49,17353.47
Canada Net-zero,British Columbia,Natural Gas,2047,2130.68,4280.31
Current Measures,British Columbia,Natural Gas,2047,8071.96,6182.27
Global Net-zero,British Columbia,Natural Gas,2047,3348.65,5649.93
Canada Net-zero,British Columbia,Oil,2047,0,36.46
Current Measures,British Columbia,Oil,2047,0,36.46
Global Net-zero,British Columbia,Oil,2047,0,36.46
Canada Net-zero,British Columbia,Solar,2047,15392,8853.26
Current Measures,British Columbia,Solar,2047,11999.33,7103.63
Global Net-zero,British Columbia,Solar,2047,12299,6894.15
Canada Net-zero,British Columbia,Uranium,2047,13750.63,2140
Global Net-zero,British Columbia,Uranium,2047,13860.26,2061.86
Canada Net-zero,British Columbia,Wind,2047,34470.61,10255.97
Current Measures,British Columbia,Wind,2047,26896.51,8058.69
Global Net-zero,British Columbia,Wind,2047,24195.55,7386.61
Canada Net-zero,Manitoba,Biomass / Geothermal,2047,64.24,29.06
Current Measures,Manitoba,Biomass / Geothermal,2047,1515.07,1204.54
Global Net-zero,Manitoba,Biomass / Geothermal,2047,66.87,22
Canada Net-zero,Manitoba,Hydro / Wave / Tidal,2047,49952.52,7672.69
Current Measures,Manitoba,Hydro / Wave / Tidal,2047,36747.03,6572.69
Global Net-zero,Manitoba,Hydro / Wave / Tidal,2047,49889.41,7672.69
Canada Net-zero,Manitoba,Natural Gas,2047,0,0
Current Measures,Manitoba,Natural Gas,2047,0,0
Global Net-zero,Manitoba,Natural Gas,2047,0,0
Canada Net-zero,Manitoba,Oil,2047,0,37.31
Current Measures,Manitoba,Oil,2047,0.45,37.31
